quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
2.5,.70999998,.63999999,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
2.75,.69,.63,.75999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
3,.69,.62,.75999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
3.25,.67000002,.58999997,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
3.5,.67000002,.58999997,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
3.75,.66000003,.57999998,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
4,.63,.56,.70999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
4.25,.60000002,.51999998,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
4.5,.56999999,.47999999,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
4.75,.56999999,.47999999,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
5,.55000001,.46000001,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,75-79,All Years
0,.99000001,.98000002,1.01,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
.25,.89999998,.85000002,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
.5,.85000002,.79000002,.91000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
.75,.81999999,.75,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
1,.79000002,.73000002,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
1.25,.75999999,.69,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
1.5,.73000002,.66000003,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
1.75,.69999999,.63,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
2,.67000002,.60000002,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
2.25,.63999999,.56,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
2.5,.60000002,.51999998,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
2.75,.58999997,.5,.67000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
3,.56,.47,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
3.25,.55000001,.46000001,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
3.5,.51999998,.43000001,.61000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
3.75,.49000001,.40000001,.56999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
4,.46000001,.37,.55000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
4.25,.44999999,.36000001,.54000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
4.5,.44,.34,.52999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
4.75,.44,.34,.52999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
5,.41999999,.31999999,.50999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,80-84,All Years
0,.99000001,.97000003,1.01,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
.25,.85000002,.77999997,.92000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
.5,.79000002,.70999998,.87,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
.75,.75999999,.68000001,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
1,.70999998,.62,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
1.25,.69,.60000002,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
1.5,.63,.54000002,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
1.75,.60000002,.5,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
2,.56,.47,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
2.25,.54000002,.44,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
2.5,.5,.40000001,.60000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
3,.47999999,.37,.57999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
3.25,.44999999,.34999999,.55000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
3.5,.41999999,.31999999,.52999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
3.75,.38,.27000001,.47999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
4.25,.36000001,.25999999,.47,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
4.5,.33000001,.22,.43000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
4.75,.31,.2,.41,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,85-89,All Years
0,.98000002,.93000001,1.02,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
.25,.69999999,.56999999,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
.5,.61000001,.47,.75999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
.75,.55000001,.40000001,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
1,.5,.36000001,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
1.25,.5,.36000001,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
1.5,.44999999,.31,.60000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
1.75,.43000001,.28,.56999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
2,.34999999,.20999999,.49000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
2.75,.33000001,.19,.47,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
3,.30000001,.16,.44,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
3.25,.30000001,.16,.44,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
3.5,.27000001,.13,.40000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
3.75,.23,.1,.36000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
4.25,.23,.1,.36000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
4.5,.18000001,.059999999,.31,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
0,1,.99000001,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
.25,.93000001,.89999998,.95999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
.5,.91000003,.88,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
.75,.88999999,.85000002,.93000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1,.86000001,.81,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1.25,.83999997,.79000002,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1.5,.81,.75999999,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1.75,.79000002,.73000002,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2,.75999999,.69999999,.81,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2.25,.72000003,.66000003,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2.5,.69,.63,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2.75,.67000002,.61000001,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
3,.66000003,.60000002,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
3.5,.63,.56999999,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
3.75,.61000001,.55000001,.67000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4,.60000002,.54000002,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4.25,.57999998,.51999998,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4.5,.56999999,.50999999,.63,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4.75,.56999999,.5,.63,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
5,.54000002,.47999999,.61000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
0,1,.99000001,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
.25,.92000002,.88999999,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
.5,.88,.83999997,.92000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
.75,.86000001,.81,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1,.81,.75999999,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1.25,.79000002,.74000001,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1.5,.75999999,.69999999,.81,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1.75,.74000001,.69,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2,.73000002,.67000002,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2.25,.72000003,.66000003,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2.5,.69999999,.63999999,.75999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2.75,.69,.63,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3,.66000003,.60000002,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3.25,.63999999,.57999998,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3.5,.63,.56999999,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3.75,.62,.55000001,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
4,.60000002,.54000002,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
4.25,.58999997,.51999998,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
4.5,.57999998,.51999998,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
5,.56999999,.50999999,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
0,1,.99000001,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
.25,.94,.89999998,.97000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
.5,.85000002,.81,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
.75,.85000002,.80000001,.88999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1,.81,.75999999,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1.25,.79000002,.74000001,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1.5,.77999997,.73000002,.82999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1.75,.75999999,.69999999,.81,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2,.73000002,.67000002,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2.25,.68000001,.62,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2.5,.64999998,.58999997,.70999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2.75,.63999999,.57999998,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
3,.62,.56,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
3.5,.61000001,.54000002,.67000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
3.75,.60000002,.54000002,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4,.58999997,.52999997,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4.25,.57999998,.51999998,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4.5,.57999998,.51999998,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4.75,.57999998,.51999998,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
5,.57999998,.51999998,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
0,1,.99000001,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
.25,.93000001,.89999998,.95999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
.5,.88999999,.85000002,.93000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
.75,.83999997,.79000002,.88999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1,.82999998,.77999997,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1.25,.80000001,.74000001,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1.5,.76999998,.70999998,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1.75,.75,.69,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2,.74000001,.68000001,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2.25,.72000003,.66000003,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2.5,.69999999,.63999999,.75999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2.75,.68000001,.62,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3,.67000002,.61000001,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3.25,.64999998,.58999997,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3.5,.63999999,.57999998,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3.75,.63999999,.57999998,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
4,.60000002,.51999998,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
0,1,.99000001,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
.25,.93000001,.89999998,.97000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
.5,.89999998,.86000001,.94,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
.75,.85000002,.81,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1,.81999999,.76999998,.87,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1.25,.77999997,.73000002,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1.5,.75999999,.69999999,.81,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1.75,.74000001,.68000001,.79000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2,.72000003,.66000003,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2.25,.69999999,.63999999,.75999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2.5,.69,.62,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2.75,.67000002,.61000001,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
3,.63999999,.55000001,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
0,1,.99000001,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
.25,.93000001,.89999998,.97000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
.5,.91000003,.87,.94,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
.75,.88,.83999997,.92000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1,.86000001,.81,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1.25,.82999998,.77999997,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1.5,.81,.75999999,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1.75,.76999998,.69999999,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
2,.75,.68000001,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
4.75,0,0,0,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
0,.98000002,.94,1.02,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
.25,.56999999,.44,.70999998,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
.5,.49000001,.34999999,.63,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
.75,.44999999,.31,.58999997,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
1,.40000001,.27000001,.54000002,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
1.25,.36000001,.23,.5,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
1.75,.34,.20999999,.47,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
2,.31999999,.19,.44999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
2.25,.30000001,.17,.43000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
2.75,.28,.15000001,.40000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
3.25,.20999999,.1,.33000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
4,.19,.079999998,.30000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
4.25,.19,.079999998,.30000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
5,.19,.079999998,.30000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
.25,.93000001,.89999998,.94999999,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
.5,.88999999,.86000001,.92000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
.75,.85000002,.81999999,.88999999,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1,.81999999,.77999997,.85000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1.25,.80000001,.75999999,.83999997,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1.5,.76999998,.73000002,.81,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1.75,.72000003,.68000001,.76999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2,.69,.64999998,.74000001,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2.25,.67000002,.62,.70999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2.5,.64999998,.61000001,.69999999,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2.75,.63999999,.58999997,.68000001,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3,.63999999,.58999997,.68000001,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3.25,.62,.57999998,.67000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3.5,.62,.56999999,.66000003,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3.75,.61000001,.56,.64999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4,.58999997,.55000001,.63999999,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4.25,.57999998,.52999997,.62,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4.5,.56,.51999998,.61000001,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4.75,.56,.50999999,.60000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
5,.54000002,.49000001,.58999997,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
.25,.99000001,.98000002,1,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
.5,.98000002,.97000003,1,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
.75,.98000002,.95999998,.99000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1,.94999999,.93000001,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1.25,.94,.92000002,.95999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1.5,.93000001,.89999998,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1.75,.91000003,.88,.94,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2,.87,.82999998,.89999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2.25,.85000002,.81,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2.5,.82999998,.79000002,.87,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2.75,.81,.75999999,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3,.80000001,.75999999,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3.25,.77999997,.74000001,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3.5,.76999998,.73000002,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3.75,.75999999,.72000003,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4,.75999999,.70999998,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4.25,.75,.69999999,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4.5,.73000002,.68000001,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4.75,.73000002,.67000002,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
5,.69999999,.64999998,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
.25,.85000002,.81999999,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
.5,.79000002,.74000001,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
.75,.70999998,.66000003,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1,.66000003,.61000001,.70999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1.25,.62,.56999999,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1.5,.57999998,.52999997,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1.75,.52999997,.47,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2,.50999999,.46000001,.56999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2.25,.47999999,.43000001,.54000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2.5,.47,.41,.51999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2.75,.44999999,.38999999,.5,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3,.43000001,.37,.47999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3.25,.41,.34999999,.47,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3.5,.40000001,.34999999,.46000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3.75,.38999999,.34,.44999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4,.37,.31,.41999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4.25,.34999999,.28999999,.41,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4.5,.34999999,.28999999,.41,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4.75,.34,.28,.40000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
5,.33000001,.28,.38999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
0,.97000003,.92000002,1.02,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
.5,.92000002,.83999997,1.01,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
.75,.88999999,.80000001,.99000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
1,.81999999,.69,.94,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
